category,sub_category,title,price,description,brand,sku,dimensions,image_url
Rugs,Area Rugs,Celin Bamboo Silk Rug - 42,"13,000 EGP","The Celin bamboo silk rug features a luxurious design with shades of blue, gray, and white. The intricate pattern resembles waves or ripples, giving it a modern and artistic look. Made from high-quality bamboo silk, this rug has a soft, smooth texture and a natural sheen that enhances its elegant appearance. Perfect for adding a touch of sophistication to any room.",Noul,NoWoCe27078,160 x 230 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/chWQWqXwrn54vb6cnTfP90N018GKHIse9KgLHxyT.jpg
Rugs,Area Rugs,Celin Bamboo Silk Rug - 43,"13,000 EGP","The Celin bamboo silk rug features a distressed, vintage design with a mix of dark blue, black, and beige colors. The central pattern includes intricate geometric and floral motifs, surrounded by a detailed border with similar designs. The rug has an aged, worn look, giving it a unique and antique appearance.",Noul,NoWoCe27098,160 x 230 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/Q4iBC96JrrP9uurlTgG8jGz41Ycbbglg0v14KREA.jpg
Rugs,Area Rugs,Celin Bamboo Silk Rug - 44,"13,000 EGP","The Celin bamboo silk rug features an intricate design with floral and ornamental motifs in shades of black, gray, and white. The rug’s border has a darker grey background with lighter floral patterns, while the inner sections showcase a more ornate and symmetrical pattern. The overall style of the rug is traditional, with Persian or Oriental influences, adding a touch of elegance and sophistication to any room. The bamboo silk material provides a soft and smooth texture underfoot, enhancing its luxurious appeal.",Noul,NoWoCe27099,160 x 230 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/TqxZwyEWDVEe0sdN2nOOu4Hi18eeAr0d6uNegUEg.jpg
Rugs,Area Rugs,Celin Bamboo Silk Rug - 45,"13,000 EGP","The Celin bamboo silk rug features an intricately designed central medallion pattern. It boasts a symmetrical design with elaborate floral and vine motifs in shades of grey and beige. The central medallion is surrounded by ornate borders and corner designs, creating a visually appealing and detailed pattern. The rug's traditional and elegant design makes it a decorative piece that can enhance the aesthetic of any room.",Noul,NoWoCe27100,160 x 230 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/uMsXNX8PH3ecTeC00CGLVf82knxQjcprc7BZP0fW.jpg
Rugs,Area Rugs,Celin Bamboo Silk Rug - 46,"13,000 EGP","The Celin bamboo silk rug features a distressed, vintage design with a mix of dark and light shades, predominantly in olive green and beige tones. The pattern includes intricate borders and a central medallion, giving it an antique appearance. The distressed look adds a unique character to the rug, making it an interesting piece for interior decoration.",Noul,NoWoCe27102,160 x 230 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/14YK6zjgeWvxM6DW3Yd7cBKwtnE3bKgHZrHaLgT9.jpg
Rugs,Area Rugs,Chandra Wool Rug,"2,640 EGP","Our Chandra rug is the bold statement your room needs!  Made out of pure hand-loomed New Zealand wool, softer than Egyptian wool, this well-crafted rug has a cotton base to provide you with the softest feel and the utmost quality. Chandra is basically the most housewarming statement piece you could bestow your space!  With a material that’s ideal for both summer and winter, Chandra’s modern design, rich  color, and superb quality makes it a perfect transitional piece that works from season to season! Whether you’re looking to decorate your bedroom, living room, or  your summer house… Our Chandra has got you covered!  Featuring braided knots and intricate linear embossed patterns, Chandra comes in a majestic earthy green color that will offer your space the most inviting and exciting earthy flair.    This kilim rug is made for the outdoor-dwellers who love the neutral palette of deep greens!",Ariika Home,ArKiCh7659,On Selection,https://dkq2tfmdsh9ss.cloudfront.net/products/fRpACO61npZHOeWi2uVkC2oGTJzyvyB6XB4mbCf7.webp
Rugs,Area Rugs,Chantelle Turkish Bamboo Silk Rug,"34,800 EGP","ThisChantelle Turkish bamboo silk rug features a modern, abstract design with a mix of blue, beige, gray, and white shades. The pattern includes solid and textured blocks, giving it a distressed, contemporary look. The central section is bordered by a thin line, with a more subtle, blended appearance, while the outer border has larger blocks of color. This stylish and modern rug is perfect for adding an elegant touch to any room.",Noul,NoWoTu27118,200 x 290 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/tIeTzWJNIA7GQP6qxHq70Mdc2LLD2mAxve4GwG9A.jpg
Rugs,Area Rugs,Charley Turkish Bamboo Silk Rug,"34,800 EGP","Charley Turkish bamboo silk rug features a geometric pattern with interconnected lines in a golden color. The design is intricate and maze-like, set against a distressed background in shades of gray, beige, and black. The combination of the complex pattern and the contrasting colors creates a visually appealing and modern look, adding an artistic touch to any room.",Noul,NoWoTu27145,200 x 290 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/ChX9gUIWxqnq7W49fFyXXAnWIGHNTfFjFAFbB0Ys.jpg
Rugs,Area Rugs,Checkered Rug,"30,780 EGP","Unique handmade natural wool rug, ensuring that no two are alike. The checkered design merges timeless artistry with contemporary style.",Plume,PlTuCh16250,200 x 240 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/rMR11T0rl1zg0ZooKLECoRNxQiKVyTrOFNNcHyl6.jpg
Rugs,Area Rugs,Chess Cotton Rug,"3,400 EGP","Transform your space with a soft, natural touch by adding this beautifully crafted cotton rug. Made entirely from 100% cotton, it provides a warm and comfortable feel underfoot—ideal for cozy, boho, or minimalist styles. Thoughtfully designed for everyday living, this rug is machine washable at a maximum of 30°C, combining style with practicality. Simply wash it alone on a gentle cycle without using softener or bleach, and tumble dry on low—just remember not to leave it damp in the washer. To keep it looking its best, avoid prolonged exposure to direct sunlight. For daily maintenance, clean up spills right away, vacuum regularly with a low-power vacuum, and trim any long or loose threads instead of pulling them. This cotton rug beautifully merges natural elegance with easy upkeep, creating a space that truly feels like home.",Drowzy,"DrAr""C31290",150 cm x 200cm,https://dkq2tfmdsh9ss.cloudfront.net/products/viDb8XEJ38GpokGvXe1JI3v7x2VWzHNEVqP8BIKI.jpg
Rugs,Area Rugs,Classic Fair Rug,"10,240 EGP","Classic Fair rug features a unique and striking design with a central circle surrounded by radiating lines. The color palette is simple and elegant, with a contrast between the creamy white background and the dark lines. The circular shape and the radiating lines create a sense of movement. The rug likely has a luxurious texture due to the use of high-quality materials like wool, cotton, viscose, and acrylic fibers. It would add a touch of modern sophistication and a sense of visual intrigue to any space.",Noul,NoTuCl26757,160 x 160 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/FNzBTmCFaGZpO7UMadtbtfDgLfL9oKuuwT6rNass.webp
Rugs,Area Rugs,Claydream Rug - Handmade Wool Kilim,"3,190 EGP","Claydream handmade wool kilim rug features a serene light blue base adorned with a crisp white geometric pattern. The intersecting lines form a series of diamond shapes, creating a harmonious and modern aesthetic. Its soft wool weave enhances both texture and durability, making it an elegant yet practical addition to any space. Finished with neatly woven edges, this kilim embodies artisanal craftsmanship with a contemporary touch.",Noul,NoKiCl29042,145 x 220 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/YfBvsybr370oOejcUbBpTvOyk2BbxTkHZy0xgQ3Z.jpg
Rugs,Area Rugs,Cloudbind Rug - Handmade Cotton Kilim,"5,198 EGP","Soft yet striking, cloudbind handmade cotton kilim weaves a rhythmic dance of stripes and diamonds in beige and gray hues. Its geometric symmetry and delicate tassels reflect tradition with a modern twist.",Noul,NoKiCl29089,165 x 225 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/FN5ivNUNLM97ePtT78JJd13P0D934ih76YkUQjUG.jpg
Rugs,Area Rugs,Concord Cotton Kilim Carpet,"4,500 EGP","Handcrafted cotton kilim, flat-woven on a cotton base with the prominent effect of 'Soumak' weaving technique. A piece with a peaceful message. Inspired by the dove of peace message, an abstract motif of flying birds along with the prominent effect of the weaving were used to depict the wheat leaves that doves carried in their legs as a symbol of concord invitation.  Soumak weaving technique, which is one of the oldest kinds of rug-making technique, the unique braiding effect of 'Soumak' gives another dimension and form to any rug it is weaved.",Kufuf,KuArCo30112,150 x 200 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/lqeYNI242pA7VBIGJibSbGTd9g3wRZDv7FV8ftCx.jpg
Rugs,Area Rugs,Cortesia - Bamboo Silk,"22,080 EGP","This bamboo silk rug is a masterpiece of artisanal craftsmanship, featuring an intricate array of geometric and floral patterns. The central circular motif is framed by octagons and squares, with warm tones of red, brown, and white weaving through its design. The ornate borders enhance the elegance, blending traditional techniques with modern sophistication. Its rich color palette and detailed patterns make it an exquisite addition to any space seeking warmth and character.",Noul,NoArCo28900,160 x 230,https://dkq2tfmdsh9ss.cloudfront.net/products/Mqsb7DlNErYTyFIVw7QDIG1dNeVq3h6ft7aikog0.jpg
Rugs,Area Rugs,Cosmic Canvas Rug,"14,720 EGP","Cosmic canvas hand-tufted rug features a unique and captivating organic shape, resembling a geological formation or a natural element. The color palette is warm and earthy, with shades of terracotta, beige, and cream. The design creates a sense of movement and depth, making it a visually engaging piece. The rug likely has a luxurious texture due to the use of high-quality materials like wool, cotton, viscose, and acrylic fibers. It would add a touch of modern elegance and a sense of natural calm to any space.",Noul,NoTuCo26758,On selection,https://dkq2tfmdsh9ss.cloudfront.net/products/tZDU9RNndZVB40vBF2vT6UfJbBeKDnsFHDGEDSks.jpg
Rugs,Area Rugs,Crafta - Hand Tufted Rug,"14,720 EGP","Crafta hand-tufted rug is made from high-quality materials, offering a soft texture and durable finish. Its thick pile adds comfort underfoot, while the detailed craftsmanship brings a refined, elegant touch to any room.",Noul,NoArCr30181,On selection,https://dkq2tfmdsh9ss.cloudfront.net/products/LeJ9GwO0mDgOahJiHmVOFpSUiG9iLmnMd0Crr4FD.jpg
Rugs,Area Rugs,Crafted Luxe Rug,"22,400 EGP","Crafted luxe rug featuring expansive, imaginative patterns in soft tones of beige and cream, this rug is crafted from a premium blend of wool, viscose, cotton, and acrylic fibers. Expertly cleaned and conditioned, it offers supreme softness and lasting comfort. Designed by experienced engineers, it ensures unmatched quality and style for your space.",Noul,NoTuCr26715,200 X 280 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/oRI25ac6hVEe19LVqaAwtNQlJ96idD3nvAszt9ky.jpg
Rugs,Area Rugs,Crete 20828 - ZT4 - X,"2,789 EGP","This collection has unique abstract designs featuring a variety of fashionable colours and patterns, blended to make an alluring impact. Our Vetros collection has beautiful design statement, featuring tones and patterns that are aligned with today's interior design trends. Each design is a unique contemporary piece which will bring life and creativity to any room. It is also durable, and high quality. Material: 100% Polypropylene /Heatset",Oriental Weavers,OrWoCr22946,on selection,https://dkq2tfmdsh9ss.cloudfront.net/products/cnR9H1wDnyexiiEXYS7QBzSMV8ijtKabnlCUJXte.jpg
Rugs,Area Rugs,Current Pink Chevron Handwoven Cotton Rug – 100% Natural Cotton,"2,520 EGP","Add a refreshing pop of color to your space with this Pink Chevron Handwoven Cotton Rug. Crafted from 100% cotton and designed on a durable cotton base, it boasts a cheerful chevron pattern and playful yellow tassels that elevate the look of any room. Perfect for living rooms, nurseries, or bedrooms, this rug combines charm, durability, and artisanal craftsmanship in one delightful piece.",Kiliim,KiKiCu7342,On Selection,https://dkq2tfmdsh9ss.cloudfront.net/products/3bJ2qKzQ1XxSK5oH1yG78jdR2hM3lvAoDJTrdq0M.webp
Rugs,Area Rugs,Current Pink Chevron Handwoven Cotton Rug – 100% Natural Cotton - 150*80 cm,"2,400 EGP","Add a refreshing pop of color to your space with this Pink Chevron Handwoven Cotton Rug. Crafted from 100% cotton and designed on a durable cotton base, it boasts a cheerful chevron pattern and playful yellow tassels that elevate the look of any room. Perfect for living rooms, nurseries, or bedrooms, this rug combines charm, durability, and artisanal craftsmanship in one delightful piece.",Kiliim,KiArCu29392,L 150 x W 80 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/7cphaX0EI53KHteQnU0fvwtEtCEkP6jO1Xf9aXzU.webp
Rugs,Area Rugs,customized prime rug,"10,240 EGP","ade from the finest wool, viscose, cotton, and acrylic fibers   - Expertly cleaned and conditioned for supreme softness   - Designed by a team of seasoned engineers for unmatched quality ",Noul,NoArcu28579,160 x 160,https://dkq2tfmdsh9ss.cloudfront.net/products/32XwluQgfVJCoAN5nJt9I3Vfcr3Ij06r18Fpxon5.jpg
Rugs,Area Rugs,Cypress Handwoven Wool Rug – Yellow Botanical Design on Cotton Base,"3,200 EGP","Transform your space with this Handwoven Wool Rug in a rich yellow hue, adorned with bold white and maroon botanical patterns. Expertly crafted with 95% natural wool and 5% cotton, this rug blends durability and elegance. Its vibrant color and intricate design make it a captivating centerpiece for any room, whether modern or traditional. Handwoven by skilled artisans, this rug ensures a touch of authenticity and warmth, making it ideal for your living room, bedroom, or study.",Kiliim,KiKiCy405,On Selection,https://dkq2tfmdsh9ss.cloudfront.net/products/ks3E9qKBHBKvinYT89Rss7gdtSXTbG88ERwY0Xwr.png
Rugs,Area Rugs,Daphne Tufted Rug,"21,960 EGP","A handtufted rug portraying a cutout puzzle that comes together with balancing shapes and colors; using fringes in an unconventional way to frame the canvas in an unmistakably artistic direction.  Material: 100% New Zealand Wool. Cleaning Instructions: Carpet clean recommended. Do not use bleach, stain remover, or tumble dry. Products are for indoor use.",INCA,Dimensions,Size on selection,https://dkq2tfmdsh9ss.cloudfront.net/products/65b8cb6789a34.jpg
Rugs,Area Rugs,Dark Shards Hand-knotted Carpet,"21,000 EGP","MATERIAL  High pile, hand-knotted Wool carpet. All of Kiliim’s products are handcrafted, making each product unique. Slight size/color variations and imperfections are embraced.",Kiliim,KiWoDa16330,On Selection,https://dkq2tfmdsh9ss.cloudfront.net/products/bd1pQZqAjiKFkHp5kMyD75YzPO4bXsHFi0TSkFZn.png
Rugs,Area Rugs,Delilah Jute Rug,"2,835 EGP","Add warmth and charm to your space with our 100% natural jute rug. Combining sustainability, durability, and timeless style, it’s perfect for any room or outdoor space.    Why Choose Our Jute Rug?  • Versatile Sizes: Standard sizes and custom options up to 4x4m.  • Premium Quality: Crafted from pure jute fibers for softness and strength.  • Durable & Elegant: Handles heavy foot traffic while elevating your décor.  • Indoor & Outdoor Use: Suitable for every season and every space.    Product Details  • Material: 100% Natural Jute  • Sizes: Standard and custom options up to 4x4m  • Color: Neutral tones with natural variations  • Texture: Organic, rich weave    Care Instructions  Spot clean with a damp cloth, avoid machine washing, and vacuum regularly.    Delivery & Guarantee  • Production & Delivery: 14 days production, 10-14 days delivery.  • 5-Year Guarantee: Built to last, with hassle-free returns within 14 days.  Order now and bring timeless elegance and eco-conscious design into your home.",Boho Woodland,BoArDe30823,On Selection,https://dkq2tfmdsh9ss.cloudfront.net/products/jEGlrowrOJcUKimSSSMmSosYq9QPmwxwx1ODw5Sc.jpg
Rugs,Area Rugs,Demi Turkish Bamboo Silk Rug,"34,800 EGP","Demi Turkish silk rug features an abstract design with overlapping shapes in muted tones of beige, brown, gray, and rust. The organic and fluid shapes create a sense of movement and depth. The rug has a woven appearance with visible horizontal and vertical lines that enhance its texture. The combination of colors and the intricate pattern makes this rug a unique and elegant piece, perfect for adding sophistication to any room.",Noul,NoWoTu27137,200 x 290 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/rW85yMgFJVdwpqMvztT15NpcXf3BVAVl188bJfM1.jpg
Rugs,Area Rugs,Desi Threads - Indian Handmade Rug,"48,000 EGP","This beautifully crafted carpet from India features a luxurious blend of soft wool and the delicate sheen of viscose, creating a timeless and elegant look. It's the ideal statement piece to enhance the ambiance of your living room, bedroom, or hallway.",Noul,NoAr D30514,200 x 300 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/ywLfpoqBk66Dp8ArtjWBHB0mNocTLKFNpxfTGrEB.jpg
Rugs,Area Rugs,Despina Handknotted Rug - Large,"36,235 EGP","Crafted from soft wool, handknotted by Egyptian artisans, decorated by motifs that date back to the cultural mix between Persia and turkey through a modern eye; embodying animal prints along with a contrasting IKAT print sharing the emotional connection between cultures and memories. ""Made to transcend to younger generations""  Material: 100% Handknotted Wool Rug. Cleaning Instructions: Carpet clean recommended. Do not use bleach, stain remover, or tumble dry. Products are for indoor use.",INCA,Dimensions,200 x 285,https://dkq2tfmdsh9ss.cloudfront.net/products/65b8cb661fa0e.jpg
Rugs,Area Rugs,Despina Handknotted Rug - Medium,"23,475 EGP","Crafted from soft wool, handknotted by Egyptian artisans, decorated by motifs that date back to the cultural mix between Persia and turkey through a modern eye; embodying animal prints along with a contrasting IKAT print sharing the emotional connection between cultures and memories. ""Made to transcend to younger generations""  Material: 100% Handknotted Wool Rug. Cleaning Instructions: Carpet clean recommended. Do not use bleach, stain remover, or tumble dry. Products are for indoor use.",INCA,Dimensions,160 x 230,https://dkq2tfmdsh9ss.cloudfront.net/products/65b8cb65bb6b1.jpg
Rugs,Area Rugs,Dijon 0928 - PA1 - R,"20,000 EGP",Dijon 0928 - PA1 - R,Oriental Weavers,OrTuDi9770,On Selection,https://dkq2tfmdsh9ss.cloudfront.net/products/2wZVna91oN1hSq5cyYfxOhJFWbh64fPPdgtX7GdV.png
Rugs,Area Rugs,DIJON 2162 - PA1 - N,"5,711 EGP","This collection has unique abstract designs featuring a variety of fashionable colours and patterns, blended to make an alluring impact. Our Dijon collection has beautiful design statement, featuring tones and patterns that are aligned with today’s interior design trends. Each design is a unique contemporary piece which will bring life and creativity to any room. It is also low maintenance, durable, and high quality. Material: 100% Polypropylene Face Yarn Superior quality, woven using the highest weaving technology",Oriental Weavers,OrWoDI21036,200 x 285 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/Jwu1LXFJFaX8NaoKLT54FZgfdRIAd0aJvXWgXxBn.jpg
Rugs,Area Rugs,Directions Handwoven Blue & White Wool Rug – Abstract Geometric Design,"2,400 EGP","Bring a pop of artistic charm to your home with this Handwoven Blue & White Wool Rug. Crafted from 100% wool on a wool base, this rug features a striking geometric pattern with a cascading arrow-like design in rich blue and crisp white. The fringe detailing adds a playful yet elegant touch. Perfect for contemporary, Nordic, or artistic interiors, this rug makes a bold statement while offering durability and warmth.",Kiliim,KiKiDi4141,On Selection,https://dkq2tfmdsh9ss.cloudfront.net/products/BUD5OTitPqWNFxyOphPRDvrTsjSpLPOBVj3Xwlw2.png
Rugs,Area Rugs,Dune Harmony - Bamboo Silk Rug,"34,800 EGP",,Noul,NoArWh,200 x 290 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/OpZ80EPajiyJ6uibP0sJ9jXivz3Pd5lWL9admAng.jpg
Rugs,Area Rugs,Dune Rug,"1,840 EGP","Add warmth, character, and artisanal charm to your space with our beautifully handcrafted Kilim rugs. Each piece is a unique work of art, woven by skilled artisans using traditional techniques passed down through generations. The flat-weave construction and rich patterns make Kilim rugs both functional and decorative—perfect for adding texture and heritage to any interior or shaded outdoor area.  Slight variations in color, weave, and pattern are natural and celebrated, as they reflect the handcrafted nature of each rug, making yours truly one of a kind.  Product Care  Never wash your Kilim rug in a washing machine. Professional dry cleaning is recommended. For minor stains, gently blot with a wet towel and wool detergent, then allow to dry in a shaded area. Suitable for indoor spaces and shady outdoor areas. Avoid prolonged exposure to direct sunlight. Designed for comfort and durability in all seasons.  Shipping  Product delivery typically takes 10–14 days.  Returns  Rugs may be returned or exchanged within 14 days in their original condition. Please note that delivery fees are non-refundable.  Guarantee  Enjoy peace of mind with our 5-year guarantee.",Boho Woodland,BoArDu30427,On Selection,https://dkq2tfmdsh9ss.cloudfront.net/products/YHPgkfFzvT9bU4NQUglTCE3shguIg2cNdlyV2Wrs.jpg
Rugs,Area Rugs,Dunes Handwoven Wool Rug – Geometric Diamond Pattern,"2,400 EGP","Elevate your living space with this Handwoven Wool Rug, crafted meticulously by skilled artisans. Made from premium wool on a durable cotton base, this rug features a stunning geometric diamond pattern in contrasting tones, bringing elegance and sophistication to any room. Its fringed edges add a touch of charm, making it an ideal centerpiece for modern, rustic, or Scandinavian interiors.",Kiliim,KiKiDu4147,On Selection,https://dkq2tfmdsh9ss.cloudfront.net/products/lhhLgxqYRIcz2qMslyWjxWTqrwo10ZMNWWcJYRHg.jpeg
Rugs,Area Rugs,Dusk Rug,"4,860 EGP","Featuring the newest power-loomed technology with the most authentic designs to bring you the best balance of area rugs. Dusk Rug is made of premium quality textured Cotton Chanelia with thick padding to bring comfort & warmth to your home.   Features   Premium Quality Textured Rug Eco-friendly dying Thick Padding Non-Slip Backing   Perfect for Indoor use  Washable & Foldable  Affordable & durable for the best value of money Product Care & Instruction  Our Power-loomed rugs are machine washable up to 30°C You can use Professional Dry Cleaning  Always remove dust before cleaning  Remove stains gently with wet towel and detergent, leave it to dry  Production & Shipping  Product delivery takes 5 - 7 days Returns  You can Returns or exchanges your rug within 14 days in original condition excluding delivery fees. Guarantee  1 year guarantee",Boho Woodland,BoWoDu24526,On Selection,https://dkq2tfmdsh9ss.cloudfront.net/products/kdU1JladMSFDtvt4ZGh65mwKCIi5Rnj3w09zgtNf.jpg
Rugs,Area Rugs,Dustwoven Rug - Handmade Gut Kilim,"4,640 EGP","Dustwoven handmade gut kilim boasts a sophisticated striped pattern, alternating between deep charcoal and warm ivory hues. The braided texture lends a tactile dimension, enhancing its artisanal appeal. Four distinct tassels—two dark, two light—adorn its corners, adding a charming finishing touch. Perfect for both contemporary and traditional spaces, this kilim effortlessly merges craftsmanship with understated elegance.",Noul,NoKiDu29039,145 x 200 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/mV0DjtkTgyvpSuglTLk7hSklUFgJpIOpHI9G4kJp.jpg
Rugs,Area Rugs,Eccentric Rug - Unique Blend of Geometric Wool and Viscose,"14,840 EGP","Introducing the Eccentric rug design, where layers interplay to add depth and texture to any space. Circular, symmetrical patterns dance across the floor, creating a harmonious balance of geometry and scale. Available in seven dynamic color combinations, this rug brings life and energy into any room, creating a captivating play of shapes that elevate your interior design.  Key Features:  Bold Geometric Pattern: The symmetrical rings add a sense of movement and balance to any room.  Premium material blend: made from natural wool for durability and warmth, combined with silky viscose for a subtle shine.  Versatile color options: choose from seven vibrant colorways to complement any interior design.  Style Tip:  To make the pattern stand out, pair it with minimalist furniture, or place it under a glass coffee table to highlight its texture.  Care Instructions:  Vacuum regularly without using a beater bar.  Rotate the rug occasionally to ensure even wear.  Blot any spills right away with a clean, dry cloth.",Shopseif,ShArEC29277,On selection,https://dkq2tfmdsh9ss.cloudfront.net/products/m6GEQU09IivzlUEONHBIGHjyMZp7D3Xl0EzS7CgK.jpg
Rugs,Area Rugs,Echo Sand - Bamboo Silk,"22,080 EGP","This bamboo silk rug reveals a captivating modern design with a geometric flair. The distressed texture within each hexagonal shape adds depth and character, while the mix of lighter outlines against darker interiors brings dynamic contrast. This bamboo silk rug, with its abstract elegance, is perfect for enhancing contemporary spaces with an artistic touch.",Noul,NoArEc28886,160 x 230,https://dkq2tfmdsh9ss.cloudfront.net/products/cr7PuTWQTsRcM1w7FbrQfLj7NLQDtZ7AhCJ3pJUh.jpg
Rugs,Area Rugs,Eden Handwoven Wool Rug – Black Botanical Motif on Cotton Base,"3,200 EGP","Elevate your home décor with this Handwoven Wool Rug featuring a striking black botanical motif on a soft, off-white cotton base. Crafted with 95% natural wool and 5% cotton, this rug combines exceptional durability with a touch of artisanal elegance. The intricate handwoven patterns add depth and character, making it a versatile piece for both contemporary and traditional settings. Perfect as a statement rug in your living room, bedroom, or office, it promises to bring warmth and style to any space.",Kiliim,KiKiEd406,On Selection,https://dkq2tfmdsh9ss.cloudfront.net/products/wPAmKSAbXKkMw5Tw2EreCjGfFOce8jF65qK2NdBv.png
Rugs,Area Rugs,Egyptian Kazak ,"16,078 EGP","This handmade rug showcases exquisite artistry, featuring a central medallion with intricate geometric and floral motifs in deep red, beige, and green tones. The elaborate border enhances its symmetry and elegance, reflecting the cultural richness and craftsmanship of skilled artisans. Carefully woven, this rug is a timeless piece that brings warmth and sophistication to any space.",Noul,NoArEg28925,176 x 261,https://dkq2tfmdsh9ss.cloudfront.net/products/YlIpyYOnjigJPB7FPh2yqLYQMVXj1sQLbSUk19PZ.jpg
Rugs,Area Rugs,Egyptian Kazak - Handmade Rug,"6,204 EGP","This handmade rug is a stunning display of traditional craftsmanship. Featuring a symmetrical central medallion adorned with intricate floral and geometric patterns, it blends deep red, beige, green, and yellow hues harmoniously. The decorative border enhances its elegance, while the fine weaving showcases the skill of artisans. A timeless piece, it adds warmth and cultural richness to any space.",Noul,NoArEg28913,94 x 165,https://dkq2tfmdsh9ss.cloudfront.net/products/J1ps70iur1k5evLFckL11RVAn6p4jn794sK7wYKn.jpg
Rugs,Area Rugs,El Delta Handwoven Wool Rug – Multicolor Modern Geometric Design,"1,405 EGP","Elevate your living space with this vibrant Handwoven Wool Rug. Carefully crafted from premium wool on a durable cotton base, it features a multicolor geometric design that brings a playful yet refined look to any room. The intricate patterns and vibrant hues make it perfect for adding warmth and style to modern or eclectic interiors. This artisan-made rug offers exceptional quality and a timeless aesthetic that harmonizes with a variety of decor themes.",Kiliim,KiKiEl6257,On Selection,https://dkq2tfmdsh9ss.cloudfront.net/products/9tqSXOiVKuQV4hfKSrxOdH5uqmTFOsXFjQPj08wy.jpg
Rugs,Area Rugs,Elderweft Rug - Handmade Wool Kilim,"3,643 EGP","Elderweft handmade wool kilim rug is a celebration of vibrant color and intricate design. Bold geometric patterns, including diamonds and angular motifs, create a striking visual rhythm in shades of blue, red, orange, yellow, and green.",Noul,NoKiEl29072,155 x 235 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/HjHaEQSkvwM4A9oKFQ1U7FrxHMtoY3FKFum53Q3N.jpg
Rugs,Area Rugs,Elise Turkish Bamboo Silk Rug,"22,080 EGP","Elise Turkish bamboo silk rug features an abstract design with variously sized dots and splotches in shades of black, gray, white, and brown. The pattern is random and scattered, creating a visually interesting and modern look. The luxurious bamboo silk material adds a soft and smooth texture, enhancing the rug’s elegant and sophisticated appearance.",Noul,NoWoTu27154,160 x 230 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/Pq3Mgit5ZgQdqAO9a60z3MTXn7pGJKOU6CxLx7dY.jpg
Rugs,Area Rugs,Ellis Cotton Handmade Kilim Rug,"4,200 EGP","Ellis cotton handmade kilim rug features a geometric pattern with intersecting lines and shapes, primarily in shades of grey. The rug has a simple, minimalist aesthetic and would likely add a touch of modern elegance to any room.",Noul,NoKiCo26766,150 x 200 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/aup0AeR0vbcEPZqCSoQTWP4CKlJcOW2VD3m9v9ZH.jpg
Rugs,Area Rugs,Elysian Looms Rug,"22,400 EGP","Elysian looms rug features a bold and vibrant abstract design with a dynamic and energetic feel. The colors are rich and varied, ranging from deep reds and oranges to cool blues and greens. The pattern resembles a flowing landscape or a geological formation, with organic shapes and textures creating a sense of movement and depth. The rug likely has a luxurious texture due to the use of high-quality materials like wool or silk. It would add a dramatic and eye-catching touch to any space.",Noul,NoTuEl26729,200 X 280 cm,https://dkq2tfmdsh9ss.cloudfront.net/products/1WC9lndLUBYDHk30utvZ2B0YrMSV78J6h1y1sHTf.webp
Rugs,Area Rugs,Emera Turkish Rug,"1,945 EGP","Add warmth, character, and artisanal charm to your space with our beautifully handcrafted Kilim rugs. Each piece is a unique work of art, woven by skilled artisans using traditional techniques passed down through generations. The flat-weave construction and rich patterns make Kilim rugs both functional and decorative—perfect for adding texture and heritage to any interior or shaded outdoor area.  Slight variations in color, weave, and pattern are natural and celebrated, as they reflect the handcrafted nature of each rug, making yours truly one of a kind.  Product Care  Never wash your Kilim rug in a washing machine. Professional dry cleaning is recommended. For minor stains, gently blot with a wet towel and wool detergent, then allow to dry in a shaded area. Suitable for indoor spaces and shady outdoor areas. Avoid prolonged exposure to direct sunlight. Designed for comfort and durability in all seasons.  Shipping  Product delivery typically takes 10–14 days.  Returns  Rugs may be returned or exchanged within 14 days in their original condition. Please note that delivery fees are non-refundable.  Guarantee  Enjoy peace of mind with our 5-year guarantee.",Boho Woodland,BoArEm30433,On Selection,https://dkq2tfmdsh9ss.cloudfront.net/products/nHjVXl6ViD5qwEny5SlYW9dXc9GV5o9fyAx1sPPy.jpg
